id,full_name,employment_status_code,ethnicity,gender,city,state,company,employee_number,original_hire,last_hire,seniority_date,seniority_years,termination_date,termination_reason,termination_reason_code,termination_type,effective_date,job,job_change,reason,employment_type,job_family,org_level_1,org_level_2,org_level_2_manager_first_mi_last_suffix,supervisor_name_unsecured,work_location,location
2097,Sherry Montes,On Leave,White,Male,Los Angeles,TX,BGBC,7358,2024-01-31,,,,,,,,2024-08-22,HR Specialist,,,On Leave,,Human Resources,Recruitment,,Devon Holder,Remote,Los Angeles
2098,Christopher Hays,Active,Hispanic,Non-Binary,Los Angeles,FL,BGBC,8233,2015-06-28,,,,2023-02-11,,Contract Ended,Retirement,2017-02-07,Sales Representative,,,Active,,Marketing,Software,,Nicole Anderson,Regional Office,Los Angeles
2099,William Brown,Terminated,Hispanic,Non-Binary,Seattle,WA,BGBC,1115,2023-05-23,,,,2023-10-12,,Retired,Involuntary,2023-12-29,Software Engineer,,,Terminated,,Sales,Advertising,,Kyle Hall,Headquarters,Seattle
2100,Lauren Macdonald,On Leave,Hispanic,Male,Houston,NY,BGBC,4486,2016-05-15,,,,,,,,2021-04-25,HR Specialist,,,On Leave,,Engineering,Advertising,,Holly Williams,Remote,Houston
2101,Margaret Bond,Active,Hispanic,Female,Los Angeles,FL,BGBC,2131,2020-11-25,,,,,,,,2022-06-27,HR Specialist,,,Active,,Marketing,Software,,Patricia Willis,Headquarters,Los Angeles
2102,Mary Fleming,Active,Black,Non-Binary,Los Angeles,NY,BGBC,2727,2019-03-23,,,,,,,,2022-02-25,Marketing Coordinator,,,Active,,Marketing,Recruitment,,Austin Miller,Regional Office,Los Angeles
2103,Matthew Foster,Terminated,Black,Non-Binary,Houston,WA,BGBC,6139,2021-01-19,,,,2024-07-02,,Contract Ended,Involuntary,2021-02-22,Software Engineer,,,Terminated,,Human Resources,Advertising,,Danielle Bowman,Remote,Houston
2104,Patricia Schmidt,On Leave,Hispanic,Male,Miami,TX,BGBC,9069,2016-03-14,,,,2017-02-26,,Retired,Involuntary,2022-02-02,Software Engineer,,,On Leave,,Human Resources,Client Relations,,Amber Singleton,Remote,Miami
2105,William Hanson,On Leave,White,Non-Binary,New York,WA,BGBC,6231,2017-11-13,,,,2019-01-31,,Laid Off,Retirement,2020-06-04,Marketing Coordinator,,,On Leave,,Human Resources,Advertising,,Shawn Holmes,Headquarters,New York
2106,Ernest Shaw,Terminated,Black,Female,Los Angeles,CA,BGBC,4085,2021-05-05,,,,2025-02-09,,Contract Ended,Voluntary,2022-05-17,Sales Representative,,,Terminated,,Human Resources,Recruitment,,Ashley Murray,Remote,Los Angeles
2107,Benjamin Adams,On Leave,White,Male,Houston,FL,BGBC,8680,2021-02-26,,,,2024-09-05,,Resigned,Involuntary,2022-11-23,Software Engineer,,,On Leave,,Marketing,Recruitment,,Timothy Hubbard Jr.,Remote,Houston
2108,Scott Fischer,Active,Black,Non-Binary,Miami,WA,BGBC,5193,2018-08-16,,,,,,,,2020-06-03,HR Specialist,,,Active,,Sales,Recruitment,,Theresa Williams,Headquarters,Miami
2109,Jason Galloway,On Leave,Black,Female,Los Angeles,FL,BGBC,6772,2015-10-15,,,,,,,,2019-07-31,Software Engineer,,,On Leave,,Sales,Recruitment,,Juan Winters,Regional Office,Los Angeles
2110,Vincent Harrell,Active,Hispanic,Non-Binary,New York,TX,BGBC,3050,2017-10-24,,,,2023-05-04,,Resigned,Involuntary,2023-10-01,Marketing Coordinator,,,Active,,Marketing,Software,,Brittany Allen,Headquarters,New York
2111,Kelly Jacobson,Active,Hispanic,Non-Binary,New York,WA,BGBC,8273,2020-04-03,,,,2023-11-14,,Contract Ended,Involuntary,2024-11-21,Sales Representative,,,Active,,Engineering,Client Relations,,Spencer Watts,Regional Office,New York
2112,Rebecca Davidson,Active,Hispanic,Female,Los Angeles,WA,BGBC,3379,2022-02-22,,,,2023-02-19,,Retired,Involuntary,2024-09-14,HR Specialist,,,Active,,Engineering,Software,,Alexander Cunningham,Headquarters,Los Angeles
2113,Melissa Savage,Terminated,White,Male,Houston,WA,BGBC,8022,2018-09-19,,,,2024-12-27,,Laid Off,Voluntary,2018-11-16,Marketing Coordinator,,,Terminated,,Human Resources,Software,,Breanna Hardin,Remote,Houston
2114,Tami Harper,On Leave,Hispanic,Non-Binary,Houston,CA,BGBC,5843,2021-02-07,,,,,,,,2022-10-18,Marketing Coordinator,,,On Leave,,Marketing,Software,,Jose Gross,Regional Office,Houston
2115,Brandon Compton,On Leave,White,Non-Binary,Miami,NY,BGBC,7918,2015-02-24,,,,2019-08-16,,Contract Ended,Voluntary,2016-08-07,Sales Representative,,,On Leave,,Human Resources,Client Relations,,Samuel Ryan,Headquarters,Miami
2116,Michelle Warren,Terminated,Black,Female,Houston,WA,BGBC,5200,2016-12-21,,,,,,,,2023-11-03,Software Engineer,,,Terminated,,Marketing,Client Relations,,Timothy Hamilton,Regional Office,Houston
2117,Brian Jones,On Leave,Hispanic,Female,New York,FL,BGBC,1377,2016-11-20,,,,,,,,2022-11-17,Marketing Coordinator,,,On Leave,,Human Resources,Recruitment,,Scott West,Headquarters,New York
2118,Anthony Lin,On Leave,White,Female,Los Angeles,FL,BGBC,7217,2024-09-30,,,,2025-01-30,,Resigned,Voluntary,2024-09-30,HR Specialist,,,On Leave,,Engineering,Client Relations,,Justin Roberts,Regional Office,Los Angeles
2119,Michael Mora,Active,Black,Male,Seattle,CA,BGBC,2868,2024-01-28,,,,,,,,2024-12-07,Sales Representative,,,Active,,Marketing,Recruitment,,Derek Harrison,Regional Office,Seattle
2120,Sheena Guzman,On Leave,White,Non-Binary,New York,WA,BGBC,6157,2018-03-16,,,,,,,,2023-07-23,Marketing Coordinator,,,On Leave,,Marketing,Recruitment,,Patricia Collins,Headquarters,New York
2121,Richard Brown,Terminated,Black,Female,Miami,NY,BGBC,6901,2017-09-22,,,,2023-03-10,,Resigned,Involuntary,2019-09-06,Marketing Coordinator,,,Terminated,,Engineering,Recruitment,,Darren Sanchez,Headquarters,Miami
2122,Kenneth Harper,On Leave,White,Male,Houston,NY,BGBC,3921,2016-09-29,,,,,,,,2019-09-04,HR Specialist,,,On Leave,,Engineering,Advertising,,Daniel Ramirez,Headquarters,Houston
2123,Nicholas Ramirez,Active,White,Male,Houston,FL,BGBC,5633,2015-10-23,,,,,,,,2023-03-23,Sales Representative,,,Active,,Sales,Recruitment,,James Smith,Remote,Houston
2124,Andre Smith,On Leave,White,Male,Houston,FL,BGBC,6877,2017-12-23,,,,2023-02-24,,Laid Off,Involuntary,2017-12-27,Software Engineer,,,On Leave,,Human Resources,Software,,Joshua Abbott,Regional Office,Houston
2125,Donna Shelton,On Leave,White,Male,New York,WA,BGBC,8265,2023-11-21,,,,2024-11-17,,Contract Ended,Retirement,2024-03-21,Marketing Coordinator,,,On Leave,,Marketing,Recruitment,,Christopher Lewis,Regional Office,New York
2126,Jamie Harris,Active,White,Female,New York,WA,BGBC,5814,2015-10-08,,,,2022-09-04,,Resigned,Voluntary,2020-11-25,Software Engineer,,,Active,,Human Resources,Client Relations,,Heather Reyes,Headquarters,New York
2127,Luis Ali,Active,Black,Non-Binary,Seattle,WA,BGBC,3922,2022-12-26,,,,2023-10-14,,Contract Ended,Voluntary,2023-04-10,Software Engineer,,,Active,,Marketing,Advertising,,Sarah Robinson,Headquarters,Seattle
2128,Matthew Mata,Active,Hispanic,Non-Binary,Seattle,NY,BGBC,4722,2024-03-22,,,,,,,,2024-03-23,Software Engineer,,,Active,,Human Resources,Client Relations,,Ashley Shea,Regional Office,Seattle
2129,Leslie Murphy,Active,Black,Female,Houston,FL,BGBC,5936,2016-09-16,,,,,,,,2024-01-24,Marketing Coordinator,,,Active,,Sales,Client Relations,,Lisa Barker,Regional Office,Houston
2130,Christopher Wall,Terminated,Black,Non-Binary,Miami,TX,BGBC,9062,2017-09-26,,,,,,,,2019-05-03,Sales Representative,,,Terminated,,Marketing,Software,,Ashley Hudson,Headquarters,Miami
2131,Joseph Olson,Terminated,Black,Female,New York,WA,BGBC,6654,2025-01-19,,,,,,,,2025-02-09,Software Engineer,,,Terminated,,Human Resources,Recruitment,,Ashley Murphy,Regional Office,New York
2132,Colin Anderson,Active,Black,Non-Binary,Miami,CA,BGBC,1730,2024-08-13,,,,,,,,2024-10-19,Marketing Coordinator,,,Active,,Human Resources,Recruitment,,Jennifer Rivas,Remote,Miami
2133,Travis Jackson,Terminated,Hispanic,Female,Miami,TX,BGBC,9783,2022-10-10,,,,,,,,2024-03-14,Sales Representative,,,Terminated,,Sales,Advertising,,Allison Young,Headquarters,Miami
2134,Vincent Glass,On Leave,Black,Non-Binary,Miami,NY,BGBC,7284,2024-12-18,,,,,,,,2025-01-21,HR Specialist,,,On Leave,,Human Resources,Client Relations,,Robert Jackson,Headquarters,Miami
2135,Debra Rice,On Leave,Black,Non-Binary,New York,CA,BGBC,8465,2019-02-21,,,,2021-04-16,,Retired,Retirement,2020-12-27,HR Specialist,,,On Leave,,Sales,Recruitment,,Jamie Jones,Regional Office,New York
2136,Linda Medina,Terminated,White,Male,Houston,WA,BGBC,9778,2023-09-26,,,,,,,,2025-01-27,Software Engineer,,,Terminated,,Sales,Recruitment,,Jacob Owen,Headquarters,Houston
2137,Erika Todd,Active,Black,Male,Seattle,TX,BGBC,4772,2022-03-22,,,,2023-01-25,,Resigned,Voluntary,2023-12-15,Marketing Coordinator,,,Active,,Sales,Recruitment,,Tiffany Cross,Remote,Seattle
2138,Lauren Harris,On Leave,Black,Male,Houston,CA,BGBC,7246,2023-07-19,,,,,,,,2024-08-20,HR Specialist,,,On Leave,,Engineering,Client Relations,,Tiffany Schmidt,Regional Office,Houston
2139,David Kline,On Leave,Black,Non-Binary,Houston,WA,BGBC,7136,2017-03-25,,,,2022-03-22,,Retired,Involuntary,2022-08-23,HR Specialist,,,On Leave,,Sales,Software,,Kelly Stewart,Regional Office,Houston
2140,Monique Smith,Terminated,White,Male,New York,WA,BGBC,7652,2020-02-28,,,,,,,,2022-03-22,Sales Representative,,,Terminated,,Engineering,Recruitment,,Grace Scott,Remote,New York
2141,Monique Santiago,Terminated,Black,Female,Los Angeles,FL,BGBC,3427,2022-10-15,,,,,,,,2023-04-17,Marketing Coordinator,,,Terminated,,Marketing,Client Relations,,Tristan Rodriguez,Remote,Los Angeles
2142,Elizabeth Ryan,Active,White,Male,New York,NY,BGBC,8803,2016-06-11,,,,2023-12-20,,Retired,Retirement,2019-09-25,Marketing Coordinator,,,Active,,Marketing,Software,,Michelle Manning,Headquarters,New York
2143,Laura Kennedy,On Leave,Black,Female,Miami,WA,BGBC,7805,2015-04-24,,,,,,,,2019-04-06,Software Engineer,,,On Leave,,Human Resources,Client Relations,,Peter Johnson,Regional Office,Miami
2144,Karen Frey,Terminated,Black,Non-Binary,Houston,WA,BGBC,4686,2020-05-23,,,,,,,,2023-05-28,HR Specialist,,,Terminated,,Engineering,Client Relations,,Robert Holmes MD,Headquarters,Houston
2145,Marcus Hoffman,On Leave,Hispanic,Male,Los Angeles,WA,BGBC,6870,2017-10-07,,,,,,,,2024-08-08,Marketing Coordinator,,,On Leave,,Engineering,Software,,Heather Wood,Regional Office,Los Angeles
2146,Charles Mason,On Leave,Black,Male,Los Angeles,CA,BGBC,9891,2021-05-15,,,,2023-04-24,,Contract Ended,Retirement,2022-10-16,Sales Representative,,,On Leave,,Engineering,Advertising,,Bailey Fuller,Regional Office,Los Angeles
2147,Robert Best,Active,Black,Male,New York,CA,BGBC,4288,2024-08-13,,,,2024-11-05,,Contract Ended,Voluntary,2024-10-27,Marketing Coordinator,,,Active,,Engineering,Recruitment,,Olivia Brewer,Remote,New York
2148,Stephanie Weber,On Leave,Hispanic,Male,Houston,TX,BGBC,9422,2016-07-12,,,,,,,,2019-12-18,Marketing Coordinator,,,On Leave,,Sales,Recruitment,,Ryan Murray,Remote,Houston
2149,Brittney Ray,Terminated,White,Non-Binary,Miami,TX,BGBC,7422,2020-11-29,,,,,,,,2023-02-05,HR Specialist,,,Terminated,,Marketing,Recruitment,,Ashley English,Regional Office,Miami
2150,Kimberly Salinas,On Leave,White,Female,New York,FL,BGBC,1912,2021-09-02,,,,,,,,2024-07-06,Sales Representative,,,On Leave,,Marketing,Client Relations,,William Martinez,Remote,New York
2151,Cassandra Downs,Active,Hispanic,Female,New York,TX,BGBC,2164,2023-11-17,,,,,,,,2025-01-21,Marketing Coordinator,,,Active,,Human Resources,Software,,Christy Barry,Headquarters,New York
2152,Russell Smith,On Leave,Black,Non-Binary,Miami,TX,BGBC,9273,2024-04-08,,,,,,,,2024-10-28,HR Specialist,,,On Leave,,Marketing,Advertising,,Eric Shelton,Regional Office,Miami
2153,Shannon Small,Terminated,Black,Non-Binary,Miami,NY,BGBC,5102,2021-03-06,,,,,,,,2021-10-10,Marketing Coordinator,,,Terminated,,Sales,Recruitment,,Holly Jensen MD,Headquarters,Miami
2154,Amy Morgan,Active,White,Non-Binary,Seattle,TX,BGBC,8634,2019-10-09,,,,2021-08-02,,Contract Ended,Voluntary,2020-05-23,Marketing Coordinator,,,Active,,Engineering,Software,,Paula Bishop,Headquarters,Seattle
2155,Brandi Hall,On Leave,White,Non-Binary,Miami,FL,BGBC,7496,2016-08-06,,,,,,,,2022-11-08,Sales Representative,,,On Leave,,Human Resources,Recruitment,,Larry Williams,Regional Office,Miami
2156,John Pham,On Leave,White,Female,Miami,TX,BGBC,7255,2020-06-12,,,,2022-12-28,,Retired,Voluntary,2021-08-26,HR Specialist,,,On Leave,,Sales,Software,,Angela Williams,Regional Office,Miami
2157,Kelly Cabrera,Terminated,Hispanic,Female,Houston,WA,BGBC,3235,2016-09-01,,,,,,,,2024-05-12,Software Engineer,,,Terminated,,Engineering,Client Relations,,Lauren Butler,Remote,Houston
2158,Charles Cruz,Active,Black,Female,Los Angeles,TX,BGBC,1201,2019-12-19,,,,2020-01-19,,Contract Ended,Retirement,2023-06-18,Software Engineer,,,Active,,Engineering,Client Relations,,Ann Robertson,Headquarters,Los Angeles
2159,Derek Wolfe,Terminated,Hispanic,Female,Los Angeles,FL,BGBC,6983,2018-11-01,,,,,,,,2021-11-20,Marketing Coordinator,,,Terminated,,Human Resources,Recruitment,,Ryan Tran,Regional Office,Los Angeles
2160,Sean Riley,Active,Hispanic,Male,New York,WA,BGBC,8999,2018-07-23,,,,2022-05-31,,Retired,Involuntary,2022-05-04,Sales Representative,,,Active,,Marketing,Advertising,,Bethany Petty,Regional Office,New York
2161,Karl Wong,Terminated,White,Male,Los Angeles,FL,BGBC,5844,2021-06-28,,,,2022-07-08,,Laid Off,Involuntary,2025-01-29,Sales Representative,,,Terminated,,Human Resources,Software,,Erin Schmidt,Remote,Los Angeles
2162,Vincent Williams,On Leave,Hispanic,Female,Houston,WA,BGBC,5799,2020-06-21,,,,2020-08-07,,Resigned,Voluntary,2022-05-05,Software Engineer,,,On Leave,,Marketing,Advertising,,Laurie Beck,Remote,Houston
2163,Christy Oneill,Active,Black,Female,New York,TX,BGBC,5810,2015-03-24,,,,2019-12-28,,Resigned,Voluntary,2021-09-03,Software Engineer,,,Active,,Sales,Client Relations,,Pamela Hatfield,Remote,New York
2164,Susan Morales,On Leave,Hispanic,Male,Miami,FL,BGBC,9443,2015-09-02,,,,2023-09-25,,Resigned,Voluntary,2025-01-14,Marketing Coordinator,,,On Leave,,Marketing,Software,,Brian Schneider,Regional Office,Miami
2165,Thomas Friedman,Active,Black,Male,New York,TX,BGBC,4903,2015-09-02,,,,,,,,2017-05-16,Marketing Coordinator,,,Active,,Sales,Software,,Kenneth Valenzuela,Headquarters,New York
2166,Victoria Sanchez,Active,Black,Female,Seattle,FL,BGBC,6248,2021-12-24,,,,2023-08-16,,Resigned,Retirement,2022-11-26,HR Specialist,,,Active,,Human Resources,Client Relations,,Felicia Mason,Remote,Seattle
2167,Michael Armstrong,Terminated,Black,Female,Houston,NY,BGBC,8900,2015-07-19,,,,2023-09-25,,Retired,Retirement,2023-10-29,HR Specialist,,,Terminated,,Engineering,Recruitment,,Tara Daniels,Regional Office,Houston
2168,Thomas Rogers,Active,White,Male,Houston,CA,BGBC,9051,2023-08-05,,,,2023-12-18,,Retired,Retirement,2024-11-07,Software Engineer,,,Active,,Sales,Client Relations,,Scott Ramirez,Remote,Houston
2169,Laura Brooks,Active,Black,Non-Binary,Los Angeles,FL,BGBC,3422,2017-12-17,,,,,,,,2018-01-07,Marketing Coordinator,,,Active,,Human Resources,Software,,Scott Lewis,Regional Office,Los Angeles
2170,Cheryl Moses,Terminated,Hispanic,Male,Los Angeles,TX,BGBC,3123,2020-09-07,,,,,,,,2021-06-10,Software Engineer,,,Terminated,,Sales,Software,,Beverly Leach,Remote,Los Angeles
2171,Lisa Pena,On Leave,Black,Non-Binary,Seattle,FL,BGBC,7846,2015-10-10,,,,2023-11-24,,Resigned,Voluntary,2018-08-24,Software Engineer,,,On Leave,,Engineering,Recruitment,,Justin Young,Regional Office,Seattle
2172,Ashley Mitchell,Active,White,Non-Binary,Seattle,CA,BGBC,3001,2018-05-03,,,,2021-07-10,,Retired,Voluntary,2019-07-17,Software Engineer,,,Active,,Sales,Advertising,,Ronald Moore,Headquarters,Seattle
2173,Jodi Adams,Active,White,Female,Los Angeles,WA,BGBC,1231,2023-01-05,,,,,,,,2025-01-22,Sales Representative,,,Active,,Marketing,Recruitment,,Sean Allen,Headquarters,Los Angeles
2174,Brandi Marsh,Terminated,Hispanic,Female,Los Angeles,WA,BGBC,7745,2021-05-10,,,,2022-11-25,,Retired,Voluntary,2024-10-30,Software Engineer,,,Terminated,,Engineering,Client Relations,,Juan Baird,Headquarters,Los Angeles
2175,Olivia Bennett,Terminated,Hispanic,Non-Binary,Los Angeles,FL,BGBC,2754,2024-11-24,,,,,,,,2025-02-04,Sales Representative,,,Terminated,,Marketing,Advertising,,Heather Robles,Regional Office,Los Angeles
2176,Kristi Johnson,On Leave,Hispanic,Male,Miami,WA,BGBC,2306,2015-07-06,,,,,,,,2022-03-07,Marketing Coordinator,,,On Leave,,Sales,Recruitment,,Chris Smith,Regional Office,Miami
2177,Mark Thomas,Active,Hispanic,Female,Houston,WA,BGBC,9983,2024-11-12,,,,,,,,2024-12-16,Marketing Coordinator,,,Active,,Marketing,Software,,Kari Dudley,Headquarters,Houston
2178,Grant Gomez,Active,Black,Male,Seattle,WA,BGBC,3070,2022-07-08,,,,,,,,2023-07-03,Marketing Coordinator,,,Active,,Human Resources,Recruitment,,Justin Deleon,Headquarters,Seattle
2179,Jacqueline Cooke,Active,Black,Non-Binary,Seattle,CA,BGBC,1704,2024-11-21,,,,2025-01-01,,Retired,Involuntary,2024-12-19,HR Specialist,,,Active,,Human Resources,Advertising,,Ms. Pamela Williamson MD,Headquarters,Seattle
2180,Kimberly Herrera,On Leave,Black,Non-Binary,Houston,WA,BGBC,8222,2015-02-22,,,,,,,,2017-05-08,Marketing Coordinator,,,On Leave,,Sales,Software,,Nathan Bartlett,Regional Office,Houston
2181,Nathaniel Wood,Terminated,Hispanic,Male,Seattle,WA,BGBC,3333,2024-12-24,,,,,,,,2025-02-07,Software Engineer,,,Terminated,,Engineering,Recruitment,,Alicia Clements,Remote,Seattle
2182,Pamela Dillon,Terminated,Hispanic,Female,Miami,CA,BGBC,3680,2024-12-30,,,,2025-02-12,,Resigned,Voluntary,2025-01-03,Software Engineer,,,Terminated,,Human Resources,Client Relations,,Sandra Holland,Remote,Miami
2183,Melissa Hall,Terminated,White,Non-Binary,New York,WA,BGBC,4469,2023-12-17,,,,2024-07-09,,Retired,Involuntary,2024-11-25,Marketing Coordinator,,,Terminated,,Human Resources,Software,,Cameron Jackson,Headquarters,New York
2184,James Lee,On Leave,White,Male,New York,WA,BGBC,4258,2020-04-26,,,,,,,,2024-10-28,Software Engineer,,,On Leave,,Engineering,Client Relations,,Matthew Baker,Regional Office,New York
2185,Daniel Newman,Terminated,Black,Female,New York,CA,BGBC,3634,2016-06-15,,,,2022-09-12,,Laid Off,Involuntary,2024-08-29,Software Engineer,,,Terminated,,Human Resources,Advertising,,Michael Long,Remote,New York
2186,Adriana Bernard,Terminated,Hispanic,Non-Binary,New York,CA,BGBC,4633,2023-09-23,,,,2024-01-26,,Laid Off,Voluntary,2024-03-31,HR Specialist,,,Terminated,,Marketing,Advertising,,Stephen Molina,Headquarters,New York
2187,Lisa Franklin,Active,Black,Female,Los Angeles,NY,BGBC,9006,2017-03-13,,,,,,,,2021-08-13,Sales Representative,,,Active,,Sales,Software,,Sarah Alvarez,Remote,Los Angeles
2188,Jeffrey Blair,Active,Hispanic,Male,Miami,CA,BGBC,1888,2023-01-17,,,,,,,,2024-01-02,Sales Representative,,,Active,,Engineering,Client Relations,,Michael Hanson,Regional Office,Miami
2189,Brian Castillo,Terminated,Hispanic,Male,Houston,FL,BGBC,1140,2022-03-06,,,,,,,,2023-06-19,Marketing Coordinator,,,Terminated,,Marketing,Recruitment,,Jerry Johnson,Headquarters,Houston
2190,William Golden,On Leave,White,Male,Seattle,FL,BGBC,9178,2016-02-24,,,,2019-11-29,,Laid Off,Retirement,2021-03-06,Sales Representative,,,On Leave,,Engineering,Recruitment,,Andres Dunn,Remote,Seattle
2191,Donna Bennett,On Leave,White,Non-Binary,New York,FL,BGBC,2722,2016-09-10,,,,,,,,2017-02-02,HR Specialist,,,On Leave,,Engineering,Client Relations,,Patricia Hicks,Remote,New York
2192,Natalie Harris,Active,White,Non-Binary,Miami,FL,BGBC,3460,2016-04-14,,,,2024-06-27,,Resigned,Voluntary,2016-05-03,Software Engineer,,,Active,,Sales,Recruitment,,Natasha Montes,Headquarters,Miami
2193,Brandy Raymond,On Leave,White,Non-Binary,Houston,WA,BGBC,3589,2023-10-13,,,,2024-10-01,,Laid Off,Retirement,2024-01-23,HR Specialist,,,On Leave,,Marketing,Client Relations,,Alexander Gomez,Regional Office,Houston
2194,Stacey Garcia,Active,White,Male,Los Angeles,NY,BGBC,9901,2022-01-01,,,,2023-05-10,,Retired,Retirement,2023-07-07,HR Specialist,,,Active,,Human Resources,Software,,Mrs. Samantha Ellis,Regional Office,Los Angeles
2195,John Torres,On Leave,Black,Male,New York,CA,BGBC,3407,2017-08-04,,,,,,,,2020-09-17,Sales Representative,,,On Leave,,Sales,Recruitment,,Olivia Moore,Remote,New York
2196,Cheryl Ramirez,On Leave,White,Non-Binary,Miami,CA,BGBC,3327,2017-10-18,,,,2018-07-09,,Contract Ended,Involuntary,2024-01-10,Software Engineer,,,On Leave,,Marketing,Recruitment,,William Nielsen,Remote,Miami
2197,Eugene Mcfarland,On Leave,White,Non-Binary,Seattle,CA,BGBC,1577,2020-10-12,,,,2022-10-19,,Resigned,Involuntary,2022-03-09,HR Specialist,,,On Leave,,Marketing,Client Relations,,David Butler,Regional Office,Seattle
2198,Suzanne Smith,On Leave,Hispanic,Non-Binary,New York,CA,BGBC,6196,2016-03-19,,,,2020-11-02,,Contract Ended,Involuntary,2022-11-17,Marketing Coordinator,,,On Leave,,Engineering,Software,,Danielle Reynolds,Headquarters,New York
2199,Timothy White,On Leave,Black,Female,Seattle,TX,BGBC,1934,2018-01-13,,,,2021-01-12,,Laid Off,Involuntary,2020-07-28,Marketing Coordinator,,,On Leave,,Sales,Software,,Stacey Hernandez,Regional Office,Seattle
